TeamId,TeamName,SubmissionDate,Score
214663,"Jesse & Zichen & Bishwarup","2015-08-14 21:28:43",0.75215
208385,kish,"2015-08-14 21:38:01",0.69955
208397,LearnForestLearn,"2015-08-14 21:50:03",0.65203
208396,Isakov,"2015-08-14 21:51:26",0.73011
208374,khattab,"2015-08-14 22:00:25",0.77713
208405,DL,"2015-08-14 22:05:57",0.52788
214031,DP&MJ&JL&SS,"2015-08-14 22:06:23",0.78718
208408,"Rogan Josh","2015-08-14 22:08:39",0.74925
208293,HulkBulk,"2015-08-14 22:10:21",0.55608
208387,SeaBreeze,"2015-08-14 22:13:22",0.74672
208408,"Rogan Josh","2015-08-14 22:27:17",0.76603
208281,mru,"2015-08-14 22:43:06",0.74130
208408,"Rogan Josh","2015-08-14 23:04:58",0.77273
208334,Springbreaker,"2015-08-14 23:07:52",0.75149
208390,"Action Jackson","2015-08-14 23:08:29",0.65474
208420,mirandes,"2015-08-14 23:24:36",0.50422
208414,smeschke,"2015-08-14 23:34:45",0.50265
208391,Citril,"2015-08-15 00:09:11",0.68618
208433,"Viktor Ferenczi","2015-08-15 00:18:25",0.50000
208420,mirandes,"2015-08-15 00:41:25",0.53042
208435,FM,"2015-08-15 00:54:17",0.74210
215027,"🍁Maple Leaf🍁","2015-08-15 01:54:36",0.64183
208334,Springbreaker,"2015-08-15 01:55:13",0.79301
208446,Ashish,"2015-08-15 02:02:52",0.76164
208449,data-science,"2015-08-15 02:15:50",0.50000
215027,"🍁Maple Leaf🍁","2015-08-15 02:22:37",0.64867
208348,Rhostam,"2015-08-15 03:11:29",0.60418
208348,Rhostam,"2015-08-15 03:23:43",0.61325
208414,smeschke,"2015-08-15 03:26:26",0.50716
208308,"Subhajit Mandal.","2015-08-15 03:27:55",0.64148
208461,BBCZ,"2015-08-15 04:02:05",0.79275
208308,"Subhajit Mandal.","2015-08-15 04:33:31",0.68781
208308,"Subhajit Mandal.","2015-08-15 04:36:45",0.68813
208348,Rhostam,"2015-08-15 04:45:28",0.72307
208477,MSMiner,"2015-08-15 05:24:54",0.74210
208285,Bcoker,"2015-08-15 05:46:33",0.74317
208483,"Amos Eric","2015-08-15 05:56:12",0.50000
208493,MLHobby,"2015-08-15 06:37:31",0.54828
208494,like,"2015-08-15 06:53:20",0.73543
208308,"Subhajit Mandal.","2015-08-15 06:53:28",0.70337
208495,ChiuyeeLau,"2015-08-15 06:58:13",0.52503
208391,Citril,"2015-08-15 07:22:04",0.71452
208405,DL,"2015-08-15 07:29:49",0.72981
208503,"Vito Limandibhrata","2015-08-15 07:33:04",0.57597
208501,LCY&LP,"2015-08-15 07:53:25",0.50000
208501,LCY&LP,"2015-08-15 08:02:08",0.50190
208501,LCY&LP,"2015-08-15 08:05:19",0.50346
208353,Jeffrie,"2015-08-15 08:05:53",0.66567
208511,against,"2015-08-15 08:31:06",0.68630
208334,Springbreaker,"2015-08-15 08:44:29",0.79466
208515,sammy,"2015-08-15 09:06:09",0.68311
208238,"Eric Couto & NxGTR","2015-08-15 09:19:36",0.77624
208520,Obel,"2015-08-15 09:25:51",0.50000
208405,DL,"2015-08-15 09:47:30",0.75745
208523,Tony_R,"2015-08-15 10:00:30",0.78099
208285,Bcoker,"2015-08-15 10:08:55",0.75273
208529,soates,"2015-08-15 10:18:34",0.50000
208408,"Rogan Josh","2015-08-15 11:11:06",0.77976
208397,LearnForestLearn,"2015-08-15 11:16:25",0.75779
208408,"Rogan Josh","2015-08-15 12:42:30",0.78164
208397,LearnForestLearn,"2015-08-15 12:50:31",0.75801
208573,SY,"2015-08-15 14:50:17",0.79060
208461,BBCZ,"2015-08-15 15:20:14",0.79652
208420,mirandes,"2015-08-15 15:36:55",0.58194
208577,"The Duck in the Machine","2015-08-15 15:49:07",0.68630
208590,"David B","2015-08-15 16:21:02",0.52432
208592,"Nathaniel Shimoni","2015-08-15 16:44:33",0.74210
208293,HulkBulk,"2015-08-15 16:54:56",0.55656
208397,LearnForestLearn,"2015-08-15 17:09:18",0.75853
208601,"Naharajan Lakshmanaperumal","2015-08-15 17:23:22",0.50000
208602,🍁,"2015-08-15 17:42:16",0.65206
208552,"Dzianis Pirshtuk","2015-08-15 17:52:58",0.78960
208612,"Jiming Ye","2015-08-15 18:16:28",0.76220
208615,MartinStein,"2015-08-15 18:23:04",0.55234
208615,MartinStein,"2015-08-15 18:24:21",0.62813
208615,MartinStein,"2015-08-15 18:27:10",0.63614
208615,MartinStein,"2015-08-15 18:28:31",0.64271
208618,alc1,"2015-08-15 18:35:26",0.69096
208607,MrOoijer,"2015-08-15 18:35:55",0.78233
208621,"Seffi Cohen","2015-08-15 18:44:08",0.61737
208612,"Jiming Ye","2015-08-15 18:55:15",0.76568
208612,"Jiming Ye","2015-08-15 18:58:06",0.77489
208344,mpekalski,"2015-08-15 19:01:43",0.76948
210198,V---H,"2015-08-15 19:01:53",0.44985
210198,V---H,"2015-08-15 19:02:40",0.50000
208618,alc1,"2015-08-15 19:09:01",0.71702
208592,"Nathaniel Shimoni","2015-08-15 19:18:44",0.74956
208628,"Dirk Nachbar","2015-08-15 19:22:01",0.44723
208628,"Dirk Nachbar","2015-08-15 19:35:49",0.70249
208293,HulkBulk,"2015-08-15 19:39:37",0.69325
208633,NikitaSmetanin,"2015-08-15 19:55:36",0.60235
208552,"Dzianis Pirshtuk","2015-08-15 19:58:26",0.79215
208636,"Galyna Kriukova","2015-08-15 19:59:31",0.50000
208607,MrOoijer,"2015-08-15 20:14:32",0.79099
208573,SY,"2015-08-15 20:23:12",0.79212
208396,Isakov,"2015-08-15 20:33:41",0.74070
208639,"Tim Kreienkamp","2015-08-15 20:34:01",0.64183
208643,"Bruce Cragin","2015-08-15 20:52:58",0.71811
208396,Isakov,"2015-08-15 21:01:23",0.74765
208552,"Dzianis Pirshtuk","2015-08-15 21:31:55",0.79374
208582,darkpseudo,"2015-08-15 21:52:33",0.72513
208387,SeaBreeze,"2015-08-15 21:57:20",0.74673
208420,mirandes,"2015-08-15 22:16:56",0.59457
208493,MLHobby,"2015-08-15 22:19:21",0.69446
208656,"fernando nogueira","2015-08-15 22:21:23",0.78333
208662,"Antti Uusitalo","2015-08-15 23:01:54",0.62055
208662,"Antti Uusitalo","2015-08-15 23:04:40",0.62567
208664,malr87,"2015-08-15 23:28:18",0.50319
208668,"degree of belief","2015-08-15 23:37:37",0.69103
208664,malr87,"2015-08-15 23:58:55",0.52126
208582,darkpseudo,"2015-08-15 23:59:03",0.74199
208582,darkpseudo,"2015-08-16 00:16:41",0.74582
210198,V---H,"2015-08-16 00:37:48",0.50006
208677,"Chuck Bolin","2015-08-16 01:07:54",0.50163
208678,Galvanize_DSI6,"2015-08-16 01:09:45",0.70830
208680,TC84,"2015-08-16 01:22:28",0.74210
208685,NickBecker92,"2015-08-16 01:37:21",0.75699
208396,Isakov,"2015-08-16 02:48:42",0.75622
208685,NickBecker92,"2015-08-16 02:57:04",0.75702
210198,V---H,"2015-08-16 03:19:42",0.66637
208706,"Melinda Smith","2015-08-16 04:17:10",0.62170
208677,"Chuck Bolin","2015-08-16 04:30:04",0.50588
208582,darkpseudo,"2015-08-16 04:33:00",0.75077
208710,feelthenumber,"2015-08-16 04:59:09",0.50000
208717,"The Slippery Appraisals","2015-08-16 05:49:24",0.78786
208405,DL,"2015-08-16 06:07:56",0.78414
208607,MrOoijer,"2015-08-16 06:09:38",0.79645
208730,wslee,"2015-08-16 06:39:45",0.51760
208731,"Albert U.","2015-08-16 06:41:36",0.66263
208730,wslee,"2015-08-16 07:24:29",0.51762
208747,"Wang Jin","2015-08-16 08:14:06",0.50130
208628,"Dirk Nachbar","2015-08-16 08:53:39",0.70840
208628,"Dirk Nachbar","2015-08-16 09:54:58",0.72148
208592,"Nathaniel Shimoni","2015-08-16 10:00:44",0.79075
208260,AML-AML,"2015-08-16 11:00:04",0.50699
208765,"Rodrigo Carvalho Rezende","2015-08-16 11:10:58",0.66716
208382,"~ :- {","2015-08-16 11:14:54",0.58183
208782,ousspuddi,"2015-08-16 12:12:25",0.69595
208747,"Wang Jin","2015-08-16 12:14:20",0.50132
208783,Saurabh,"2015-08-16 12:17:03",0.50000
208387,SeaBreeze,"2015-08-16 12:25:12",0.76191
208325,@GIK,"2015-08-16 12:31:48",0.50000
208325,@GIK,"2015-08-16 12:37:10",0.56796
208765,"Rodrigo Carvalho Rezende","2015-08-16 12:37:51",0.68351
208788,malaa,"2015-08-16 12:57:40",0.75794
208650,"Stefan K","2015-08-16 13:03:18",0.60675
208790,"Alessandro Mariani","2015-08-16 13:04:18",0.73762
208618,alc1,"2015-08-16 13:13:06",0.71764
208461,BBCZ,"2015-08-16 13:14:00",0.79655
208618,alc1,"2015-08-16 13:14:54",0.71841
208793,SpringLeaf,"2015-08-16 13:20:38",0.74885
208790,"Alessandro Mariani","2015-08-16 13:30:44",0.75992
208420,mirandes,"2015-08-16 13:35:43",0.59983
208308,"Subhajit Mandal.","2015-08-16 13:36:50",0.76912
208772,Ed,"2015-08-16 13:41:13",0.70725
208790,"Alessandro Mariani","2015-08-16 13:46:11",0.76783
208662,"Antti Uusitalo","2015-08-16 14:04:42",0.66209
208435,FM,"2015-08-16 14:08:44",0.74210
208680,TC84,"2015-08-16 14:13:20",0.74290
208772,Ed,"2015-08-16 14:13:56",0.71013
208293,HulkBulk,"2015-08-16 14:23:01",0.70007
208805,"Anjana Agrawal","2015-08-16 14:26:10",0.49675
208806,"Nilesh Kadam","2015-08-16 14:28:45",0.65206
208805,"Anjana Agrawal","2015-08-16 14:31:57",0.49698
208807,"Revenge of the Dodo","2015-08-16 14:35:27",0.65075
208781,"New Model Army","2015-08-16 14:37:11",0.76696
208805,"Anjana Agrawal","2015-08-16 14:40:03",0.50302
208816,YetiMan,"2015-08-16 14:53:11",0.77534
208806,"Nilesh Kadam","2015-08-16 15:19:45",0.73762
208826,Ophiothrix,"2015-08-16 15:23:17",0.50000
208781,"New Model Army","2015-08-16 15:25:39",0.76961
208308,"Subhajit Mandal.","2015-08-16 15:40:27",0.77576
208308,"Subhajit Mandal.","2015-08-16 15:44:10",0.77647
208806,"Nilesh Kadam","2015-08-16 15:47:05",0.76961
208308,"Subhajit Mandal.","2015-08-16 15:48:06",0.77707
208838,serega,"2015-08-16 15:56:55",0.74807
208590,"David B","2015-08-16 16:29:41",0.74270
208854,Godbert,"2015-08-16 16:39:01",0.71530
222711,"Georgi Gospodinov & Mark Conway","2015-08-16 16:45:32",0.73762
208860,pim#,"2015-08-16 16:53:43",0.77769
208859,cheekbe,"2015-08-16 16:53:57",0.68630
208325,@GIK,"2015-08-16 17:07:40",0.69484
208869,jaurora,"2015-08-16 17:36:54",0.50777
208806,"Nilesh Kadam","2015-08-16 17:52:42",0.77259
208420,mirandes,"2015-08-16 17:58:31",0.62634
208643,"Bruce Cragin","2015-08-16 18:02:07",0.74779
208433,"Viktor Ferenczi","2015-08-16 18:11:06",0.78525
208281,mru,"2015-08-16 18:15:39",0.74214
208874,Goalminer,"2015-08-16 18:17:07",0.60101
208639,"Tim Kreienkamp","2015-08-16 18:20:00",0.76961
208281,mru,"2015-08-16 18:21:49",0.74214
208621,"Seffi Cohen","2015-08-16 18:21:51",0.62727
208523,Tony_R,"2015-08-16 18:26:29",0.78375
208523,Tony_R,"2015-08-16 18:29:09",0.78546
208284,alex,"2015-08-16 18:35:15",0.64183
208886,Silogram,"2015-08-16 19:04:25",0.76813
208781,"New Model Army","2015-08-16 19:06:04",0.77081
208420,mirandes,"2015-08-16 19:10:54",0.77289
208893,borschi,"2015-08-16 19:29:15",0.50000
208291,"Lawrence Chernin","2015-08-16 19:45:34",0.77029
208899,KERKER,"2015-08-16 19:49:06",0.64063
208901,davetracy,"2015-08-16 19:52:24",0.74210
208902,HartmutOtt,"2015-08-16 20:01:13",0.76389
208906,Zhuz,"2015-08-16 20:01:14",0.76779
208590,"David B","2015-08-16 20:03:25",0.74393
208899,KERKER,"2015-08-16 20:24:37",0.65867
208912,"Ayman Khalafallah","2015-08-16 20:34:31",0.73762
208915,"Oncu Kayalar","2015-08-16 20:42:21",0.77753
208639,"Tim Kreienkamp","2015-08-16 20:44:27",0.78286
208783,Saurabh,"2015-08-16 20:51:11",0.74211
208917,draft,"2015-08-16 20:55:08",0.50000
208918,digits,"2015-08-16 21:01:14",0.64183
208918,digits,"2015-08-16 21:17:53",0.74051
208925,OttoP&EExp,"2015-08-16 21:18:20",0.50000
208927,BitInquisitor,"2015-08-16 21:18:48",0.66567
208869,jaurora,"2015-08-16 21:22:12",0.53565
208772,Ed,"2015-08-16 21:36:37",0.72198
208925,OttoP&EExp,"2015-08-16 21:44:26",0.69405
208838,serega,"2015-08-16 21:45:27",0.76567
208650,"Stefan K","2015-08-16 21:45:29",0.69506
208925,OttoP&EExp,"2015-08-16 21:55:04",0.72595
208503,"Vito Limandibhrata","2015-08-16 22:16:36",0.76820
208781,"New Model Army","2015-08-16 22:18:46",0.77167
208790,"Alessandro Mariani","2015-08-16 22:20:37",0.77396
208765,"Rodrigo Carvalho Rezende","2015-08-16 22:40:30",0.73938
208433,"Viktor Ferenczi","2015-08-16 22:43:57",0.78830
208293,HulkBulk,"2015-08-16 22:49:15",0.70013
208772,Ed,"2015-08-16 23:07:09",0.72407
208602,🍁,"2015-08-16 23:12:04",0.73762
208869,jaurora,"2015-08-16 23:29:45",0.54627
208951,"Erik Olson","2015-08-16 23:31:07",0.74148
208957,MrBeard,"2015-08-17 00:00:52",0.49741
208959,Bibimoune,"2015-08-17 00:24:11",0.55241
208967,JeffH,"2015-08-17 01:01:06",0.73778
208959,Bibimoune,"2015-08-17 01:10:02",0.68212
208765,"Rodrigo Carvalho Rezende","2015-08-17 01:26:31",0.74018
210198,V---H,"2015-08-17 01:43:09",0.66703
208816,YetiMan,"2015-08-17 01:45:52",0.77764
208291,"Lawrence Chernin","2015-08-17 01:47:07",0.77423
208816,YetiMan,"2015-08-17 01:47:25",0.77983
208970,latinostats,"2015-08-17 01:47:51",0.65607
208765,"Rodrigo Carvalho Rezende","2015-08-17 01:48:56",0.76040
208967,JeffH,"2015-08-17 01:58:59",0.74410
208970,latinostats,"2015-08-17 02:05:25",0.66526
208970,latinostats,"2015-08-17 02:13:45",0.66716
208970,latinostats,"2015-08-17 02:35:31",0.69712
208958,Tucan,"2015-08-17 02:42:26",0.72691
208951,"Erik Olson","2015-08-17 03:00:10",0.74196
208869,jaurora,"2015-08-17 03:22:35",0.58690
208621,"Seffi Cohen","2015-08-17 03:23:16",0.66493
208621,"Seffi Cohen","2015-08-17 03:26:01",0.67833
208899,KERKER,"2015-08-17 03:40:43",0.66031
208313,cud155,"2015-08-17 04:15:16",0.75714
208288,.baGGaj.,"2015-08-17 04:25:30",0.76807
208313,cud155,"2015-08-17 04:27:17",0.75914
208899,KERKER,"2015-08-17 04:32:07",0.73260
208288,.baGGaj.,"2015-08-17 04:43:05",0.77657
208677,"Chuck Bolin","2015-08-17 04:43:27",0.58615
208677,"Chuck Bolin","2015-08-17 04:50:39",0.64606
208899,KERKER,"2015-08-17 04:52:11",0.76255
208958,Tucan,"2015-08-17 04:54:21",0.73377
208313,cud155,"2015-08-17 04:56:41",0.76599
208995,"Dave Hedengren","2015-08-17 05:02:22",0.74958
208288,.baGGaj.,"2015-08-17 05:12:50",0.77940
208288,.baGGaj.,"2015-08-17 05:16:11",0.78249
208461,BBCZ,"2015-08-17 06:08:38",0.79656
208446,Ashish,"2015-08-17 06:10:46",0.76174
208501,LCY&LP,"2015-08-17 06:13:10",0.67523
209007,zaraza,"2015-08-17 06:13:30",0.74464
208313,cud155,"2015-08-17 06:47:03",0.76726
208886,Silogram,"2015-08-17 07:04:22",0.77140
209021,Oytun,"2015-08-17 07:13:27",0.73762
208918,digits,"2015-08-17 07:29:54",0.76097
208602,🍁,"2015-08-17 07:44:12",0.76355
208918,digits,"2015-08-17 07:54:52",0.76979
208628,"Dirk Nachbar","2015-08-17 08:03:40",0.72746
209031,"Jurijs Jefimovs","2015-08-17 08:04:25",0.68432
208461,BBCZ,"2015-08-17 08:08:18",0.79677
209038,"Soumojit Kumar","2015-08-17 08:16:44",0.50000
208918,digits,"2015-08-17 08:24:57",0.77172
208582,darkpseudo,"2015-08-17 08:31:33",0.76727
208621,"Seffi Cohen","2015-08-17 08:33:37",0.70945
208621,"Seffi Cohen","2015-08-17 08:38:21",0.77166
208334,Springbreaker,"2015-08-17 08:43:51",0.79561
209050,a,"2015-08-17 08:51:35",0.76049
208906,Zhuz,"2015-08-17 09:12:37",0.77185
208781,"New Model Army","2015-08-17 09:14:51",0.77210
209062,Iamtheanalyst,"2015-08-17 09:25:55",0.49555
208959,Bibimoune,"2015-08-17 09:29:49",0.77800
209067,"Can Arel","2015-08-17 09:39:03",0.50000
224472,"Merging the Mundane and the Magic","2015-08-17 09:53:50",0.78757
209077,"Magic Logic","2015-08-17 10:07:57",0.72744
208293,HulkBulk,"2015-08-17 10:12:52",0.72454
208917,draft,"2015-08-17 10:27:13",0.55241
209083,Nag,"2015-08-17 10:35:24",0.49628
209088,CoderZombie,"2015-08-17 10:50:09",0.50000
208639,"Tim Kreienkamp","2015-08-17 10:56:24",0.78645
209093,Harshal,"2015-08-17 11:01:32",0.50000
208886,Silogram,"2015-08-17 11:06:57",0.78929
209077,"Magic Logic","2015-08-17 11:12:23",0.74595
209077,"Magic Logic","2015-08-17 11:12:58",0.74595
209031,"Jurijs Jefimovs","2015-08-17 11:29:17",0.68670
208387,SeaBreeze,"2015-08-17 12:33:11",0.77015
208435,FM,"2015-08-17 12:43:58",0.78009
210963,"Asian Ensemble","2015-08-17 12:46:32",0.76829
208618,alc1,"2015-08-17 12:48:55",0.71901
210963,"Asian Ensemble","2015-08-17 12:49:57",0.77179
208618,alc1,"2015-08-17 12:51:13",0.74895
210963,"Asian Ensemble","2015-08-17 13:02:58",0.77218
208959,Bibimoune,"2015-08-17 13:24:33",0.78204
208899,KERKER,"2015-08-17 13:44:26",0.77216
209130,Julien,"2015-08-17 13:45:19",0.75985
208915,"Oncu Kayalar","2015-08-17 13:46:45",0.78028
208917,draft,"2015-08-17 13:56:55",0.62837
209130,Julien,"2015-08-17 13:58:29",0.76567
209140,clustifier,"2015-08-17 14:15:38",0.77648
209147,sveitser,"2015-08-17 14:42:53",0.75253
208717,"The Slippery Appraisals","2015-08-17 14:47:00",0.79080
208970,latinostats,"2015-08-17 15:01:01",0.71389
209134,tomowc,"2015-08-17 15:03:36",0.72547
210963,"Asian Ensemble","2015-08-17 15:08:43",0.78615
208612,"Jiming Ye","2015-08-17 15:31:58",0.77563
208612,"Jiming Ye","2015-08-17 15:32:36",0.77595
210198,V---H,"2015-08-17 16:04:19",0.74992
210198,V---H,"2015-08-17 16:05:12",0.76567
209133,Wayne,"2015-08-17 16:30:16",0.61607
214663,"Jesse & Zichen & Bishwarup","2015-08-17 17:07:51",0.79008
209175,pbnyc,"2015-08-17 17:20:25",0.62824
209174,dileep,"2015-08-17 17:28:34",0.52652
208912,"Ayman Khalafallah","2015-08-17 17:43:01",0.76567
208618,alc1,"2015-08-17 17:45:37",0.77288
209187,Angelus,"2015-08-17 17:56:56",0.59870
209189,"Jim Caine","2015-08-17 18:10:35",0.73762
209007,zaraza,"2015-08-17 18:36:31",0.78497
208912,"Ayman Khalafallah","2015-08-17 18:54:18",0.77259
209174,dileep,"2015-08-17 18:57:32",0.56635
209199,Čeduljko,"2015-08-17 18:57:52",0.65206
209199,Čeduljko,"2015-08-17 18:58:21",0.74802
209203,"Pan Tofelek","2015-08-17 19:10:01",0.77115
209206,NickKravitz,"2015-08-17 19:36:41",0.64542
208772,Ed,"2015-08-17 19:37:44",0.75473
209182,CaseyOlives,"2015-08-17 19:46:47",0.69758
208917,draft,"2015-08-17 19:46:57",0.66596
209212,preetam,"2015-08-17 19:47:44",0.76696
209227,"Siddharth Shahi","2015-08-17 20:41:13",0.50000
209230,"Sergey Lebedev","2015-08-17 20:47:46",0.50000
209212,preetam,"2015-08-17 20:57:53",0.78998
209235,"Bora Edizel","2015-08-17 21:01:16",0.73762
209234,"Richard Giles","2015-08-17 21:03:50",0.59003
209237,"Nick Haynes","2015-08-17 21:07:34",0.73873
209238,Ioannis,"2015-08-17 21:07:46",0.71152
208537,jem24,"2015-08-17 21:12:26",0.73714
209247,"Bert and Ernie","2015-08-17 21:47:22",0.74420
209247,"Bert and Ernie","2015-08-17 22:04:34",0.74842
208382,"~ :- {","2015-08-17 22:05:50",0.73762
209250,"Sriram Rajamani","2015-08-17 22:21:40",0.50000
209234,"Richard Giles","2015-08-17 23:00:10",0.65614
208816,YetiMan,"2015-08-17 23:10:30",0.79175
208816,YetiMan,"2015-08-17 23:16:37",0.79231
209265,BrontoBytez,"2015-08-17 23:37:47",0.73762
209267,jayman54,"2015-08-17 23:39:39",0.67477
209268,么么哒~,"2015-08-17 23:41:36",0.76336
209259,Statistical_Instigator,"2015-08-17 23:51:52",0.50000
208461,BBCZ,"2015-08-18 00:00:42",0.79729
208461,BBCZ,"2015-08-18 00:19:03",0.79790
210198,V---H,"2015-08-18 00:21:19",0.77332
208461,BBCZ,"2015-08-18 00:22:41",0.79820
209259,Statistical_Instigator,"2015-08-18 00:33:34",0.50307
208435,FM,"2015-08-18 00:42:00",0.78441
208874,Goalminer,"2015-08-18 00:51:14",0.60108
210963,"Asian Ensemble","2015-08-18 00:58:02",0.78970
208621,"Seffi Cohen","2015-08-18 01:03:17",0.78078
209259,Statistical_Instigator,"2015-08-18 01:07:54",0.62521
209283,"Jon Sheller","2015-08-18 01:14:24",0.73930
208970,latinostats,"2015-08-18 01:15:07",0.72006
208816,YetiMan,"2015-08-18 01:16:09",0.79383
208816,YetiMan,"2015-08-18 01:37:52",0.79581
208391,Citril,"2015-08-18 01:44:11",0.76899
209289,Buckaroo,"2015-08-18 02:13:00",0.72654
209289,Buckaroo,"2015-08-18 02:13:34",0.73762
208677,"Chuck Bolin","2015-08-18 02:23:25",0.69698
209285,"Perl monk","2015-08-18 02:24:35",0.49988
209285,"Perl monk","2015-08-18 02:58:33",0.50007
209298,Moon,"2015-08-18 03:04:27",0.77110
209283,"Jon Sheller","2015-08-18 03:14:18",0.74568
208677,"Chuck Bolin","2015-08-18 03:15:27",0.70959
209298,Moon,"2015-08-18 03:17:58",0.77142
209175,pbnyc,"2015-08-18 03:18:29",0.66711
210963,"Asian Ensemble","2015-08-18 03:29:28",0.79078
208838,serega,"2015-08-18 03:32:31",0.76657
208391,Citril,"2015-08-18 04:11:48",0.77299
209298,Moon,"2015-08-18 04:11:56",0.77303
209314,"Seung Yup Han","2015-08-18 04:22:22",0.73762
208731,"Albert U.","2015-08-18 05:00:32",0.75895
209278,AppleJus,"2015-08-18 05:10:28",0.51761
208308,"Subhajit Mandal.","2015-08-18 05:16:05",0.78140
209314,"Seung Yup Han","2015-08-18 05:29:13",0.77259
209328,"Jerry Chen","2015-08-18 05:41:08",0.74689
209330,"Dan Rasay","2015-08-18 05:43:30",0.74074
208308,"Subhajit Mandal.","2015-08-18 05:50:57",0.78159
209278,AppleJus,"2015-08-18 05:53:03",0.51764
209278,AppleJus,"2015-08-18 05:56:28",0.57521
208391,Citril,"2015-08-18 05:56:47",0.77416
208433,"Viktor Ferenczi","2015-08-18 05:57:46",0.79106
208918,digits,"2015-08-18 06:07:59",0.77501
209333,Caner,"2015-08-18 06:17:48",0.71530
209336,"Sairaam Varadarajan","2015-08-18 06:34:46",0.57646
208607,MrOoijer,"2015-08-18 07:01:57",0.79659
208925,OttoP&EExp,"2015-08-18 07:13:32",0.73021
209199,Čeduljko,"2015-08-18 07:31:39",0.76075
209348,"Aspiring Data Scientist","2015-08-18 07:32:14",0.71264
209348,"Aspiring Data Scientist","2015-08-18 07:37:06",0.75253
209293,"Ben Hamner","2015-08-18 07:46:53",0.76178
209285,"Perl monk","2015-08-18 07:51:55",0.50060
209354,uday1889,"2015-08-18 07:55:23",0.73762
208781,"New Model Army","2015-08-18 08:08:07",0.77539
208781,"New Model Army","2015-08-18 08:09:33",0.77574
208602,🍁,"2015-08-18 08:12:26",0.76987
209285,"Perl monk","2015-08-18 08:18:07",0.50328
209330,"Dan Rasay","2015-08-18 08:27:50",0.77617
209348,"Aspiring Data Scientist","2015-08-18 08:30:59",0.76281
208293,HulkBulk,"2015-08-18 08:34:08",0.72882
208293,HulkBulk,"2015-08-18 08:43:32",0.72930
208293,HulkBulk,"2015-08-18 08:46:12",0.72981
209374,Challensois,"2015-08-18 09:02:45",0.77508
208628,"Dirk Nachbar","2015-08-18 09:04:23",0.73291
209199,Čeduljko,"2015-08-18 09:14:33",0.77211
209379,"lend me your ears","2015-08-18 09:23:15",0.74525
209380,"udit saini","2015-08-18 09:26:05",0.76178
208781,"New Model Army","2015-08-18 09:31:45",0.78594
209381,PrasadChitta,"2015-08-18 09:32:54",0.74031
209382,TaiwanO熊,"2015-08-18 09:36:29",0.58059
209384,gtallen,"2015-08-18 09:40:43",0.50000
209379,"lend me your ears","2015-08-18 09:47:39",0.75428
209387,Ivanhoe,"2015-08-18 09:59:53",0.78328
209381,PrasadChitta,"2015-08-18 10:21:14",0.74476
208628,"Dirk Nachbar","2015-08-18 10:32:54",0.75690
209130,Julien,"2015-08-18 10:37:48",0.77593
208432,"ARG eMMSamble","2015-08-18 10:55:03",0.76445
208912,"Ayman Khalafallah","2015-08-18 11:05:04",0.77647
